Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,0.0,0.0,0.0,21.64,0.0,99.99,0.0,0.0007
5.0,,,,,,,,,0.0,0.0,0.0,99.99,0.0,99.99,0.0,0.0
10.0,,,,,,,,,0.0,0.0,61.8,99.99,0.0,99.99,2.488,0.0
15.0,,,,,,,,,872.24,27.63,278.9,0.75,0.0058,0.54,0.1057,0.0
20.0,,,,,,,,,1209.28,25.53,376.2,0.73,0.0068,0.4913,0.0893,0.0
25.0,,,,,,,,,1638.53,20.79,392.3,0.77,0.0278,0.5006,0.0779,0.0
30.0,,,,,,,,,2081.33,15.81,350.4,0.85,0.0342,0.5409,0.059,0.0
35.0,,,,,,,,,2330.11,11.96,295.7,0.96,0.0588,0.5693,0.0432,0.0
40.0,,,,,,,,,2357.97,9.06,238.8,1.1,0.0714,0.6112,0.0305,0.0
45.0,,,,,,,,,2073.28,7.41,191.7,1.17,0.0745,0.6476,0.0226,0.0
50.0,,,,,,,,,1890.11,5.79,153.7,1.36,0.072,0.7399,0.0223,0.0
55.0,,,,,,,,,1845.92,4.69,130.5,1.57,0.0595,0.7551,0.0237,0.0
60.0,,,,,,,,,1250.95,5.29,111.8,1.3,0.0746,0.6564,0.0178,0.0
65.0,,,,,,,,,1129.28,4.5,101.0,1.52,0.0357,0.875,0.0218,0.0001
70.0,,,,,,,,,1189.51,3.43,91.8,1.96,0.0,1.0661,0.0282,0.0
75.0,,,,,,,,,994.8,3.84,91.9,1.74,0.0131,0.9077,0.0266,0.0001
80.0,,,,,,,,,800.24,4.35,86.7,1.52,0.0271,0.787,0.0197,0.0
85.0,,,,,,,,,779.36,4.41,87.5,1.44,0.0105,0.9012,0.0178,0.0001
90.0,,,,,,,,,728.44,4.35,85.1,1.48,0.0135,0.8751,0.02,0.0001
95.0,,,,,,,,,677.67,4.33,82.7,1.47,0.0091,0.9137,0.0177,0.0
100.0,,,,,,,,,786.07,4.28,86.1,1.54,0.009,0.9151,0.021,0.0001
105.0,,,,,,,,,745.95,4.58,87.8,1.46,0.0103,0.8962,0.0174,0.0001
110.0,,,,,,,,,643.07,5.67,91.0,1.22,0.0168,0.7908,0.0143,0.0001
115.0,,,,,,,,,640.16,5.93,94.2,1.19,0.0224,0.7214,0.0146,0.0
120.0,,,,,,,,,846.5,5.11,99.2,1.41,0.0058,0.9384,0.0151,0.0
125.0,,,,,,,,,1016.19,4.68,103.1,1.64,0.0,1.0179,0.0146,0.0
130.0,,,,,,,,,978.65,5.01,105.4,1.6,0.0,1.0514,0.0148,0.0001
135.0,,,,,,,,,912.58,6.05,115.0,1.38,0.0064,0.9237,0.0117,0.0
140.0,,,,,,,,,831.45,6.89,120.6,1.25,0.0106,0.8574,0.0103,0.0
145.0,,,,,,,,,893.63,6.9,128.5,1.29,0.0096,0.8767,0.0116,0.0
150.0,,,,,,,,,981.76,6.88,133.6,1.34,0.0075,0.9028,0.017,0.0
155.0,,,,,,,,,1089.17,6.94,137.0,1.35,0.0043,0.9476,0.0134,0.0
160.0,,,,,,,,,1004.52,7.99,146.3,1.23,0.0079,0.8881,0.0127,0.0
165.0,,,,,,,,,1030.94,8.69,153.9,1.16,0.0113,0.8391,0.0146,0.0
170.0,,,,,,,,,1108.82,8.45,161.1,1.23,0.007,0.9033,0.0142,0.0001
175.0,,,,,,,,,1107.06,9.07,168.8,1.15,0.0102,0.8658,0.0138,0.0
180.0,,,,,,,,,1081.63,9.72,171.8,1.09,0.0014,0.98,0.0153,0.0
185.0,,,,,,,,,1009.4,10.73,179.2,1.13,0.0,1.0307,0.0152,0.0
190.0,,,,,,,,,963.49,13.02,187.0,1.05,0.0055,0.9046,0.0437,0.0
195.0,,,,,,,,,1192.86,15.87,235.3,0.88,0.0117,0.7826,0.0435,0.0
200.0,,,,,,,,,1244.57,17.44,257.3,0.83,0.012,0.7536,0.0442,0.0
205.0,,,,,,,,,1377.38,18.15,273.3,0.85,0.0178,0.7046,0.0567,0.0
210.0,,,,,,,,,1407.7,19.64,291.6,0.76,0.0183,0.67,0.0617,0.0
215.0,,,,,,,,,1406.04,20.41,305.3,0.73,0.0225,0.667,0.0623,0.0
220.0,,,,,,,,,1516.45,19.39,302.2,0.77,0.0208,0.7093,0.0621,0.0
225.0,,,,,,,,,1518.41,18.77,304.6,0.79,0.0232,0.731,0.0607,0.0
230.0,,,,,,,,,1475.42,19.45,304.0,0.78,0.0243,0.7065,0.0692,0.0
235.0,,,,,,,,,1355.03,20.5,304.2,0.75,0.0268,0.6922,0.0804,0.0
240.0,,,,,,,,,1329.54,20.87,314.5,0.76,0.0281,0.6682,0.0836,0.0
245.0,,,,,,,,,1390.33,20.31,319.0,0.77,0.027,0.7103,0.0758,0.0
250.0,,,,,,,,,1288.1,20.7,324.1,0.77,0.0288,0.7021,0.0721,0.0
255.0,,,,,,,,,1320.19,21.76,324.8,0.76,0.0287,0.6896,0.0668,0.0
260.0,,,,,,,,,1275.39,22.4,333.3,0.75,0.0267,0.7003,0.0858,0.0
265.0,,,,,,,,,1334.04,22.96,342.3,0.78,0.0276,0.6999,0.0821,0.0
270.0,,,,,,,,,1397.85,22.66,355.6,0.82,0.0306,0.6681,0.0937,0.0
275.0,,,,,,,,,1436.45,21.17,366.3,0.84,0.0357,0.6629,0.1059,0.0
280.0,,,,,,,,,1515.49,18.56,369.7,0.88,0.0393,0.6713,0.0827,0.0
285.0,,,,,,,,,1620.24,15.74,349.2,0.95,0.0413,0.7146,0.0701,0.0
290.0,,,,,,,,,1557.66,13.95,312.0,0.98,0.0455,0.727,0.0659,0.0
295.0,,,,,,,,,1658.55,12.02,284.7,1.02,0.0331,0.8067,0.0584,0.0
300.0,,,,,,,,,1647.22,10.69,249.8,1.08,0.022,0.8874,0.0526,0.0
305.0,,,,,,,,,1358.7,10.86,223.3,1.05,0.0283,0.8186,0.0537,0.0
310.0,,,,,,,,,1422.07,10.36,216.3,1.09,0.022,0.8666,0.0434,0.0
315.0,,,,,,,,,1549.0,8.94,211.8,1.24,0.0084,0.9425,0.0513,0.0
320.0,,,,,,,,,1635.04,8.32,206.4,1.26,0.0,1.0119,0.0512,0.0
325.0,,,,,,,,,1555.95,8.44,203.7,1.25,0.0005,0.9957,0.0382,0.0
330.0,,,,,,,,,1343.48,9.04,195.8,1.21,0.0098,0.9147,0.0376,0.0
335.0,,,,,,,,,1357.17,9.15,197.1,1.12,0.0144,0.8459,0.0318,0.0
340.0,,,,,,,,,1455.86,8.13,195.7,1.26,0.0022,0.9791,0.0337,0.0
345.0,,,,,,,,,1495.5,7.72,189.6,1.31,0.0,1.0207,0.0384,0.0
350.0,,,,,,,,,1495.77,7.62,187.5,1.3,0.0,1.0414,0.0404,0.0
355.0,,,,,,,,,1374.44,8.15,185.3,1.24,0.0006,0.9926,0.0386,0.0
360.0,,,,,,,,,1266.4,8.7,181.3,1.21,0.0035,0.9552,0.0276,0.0
365.0,,,,,,,,,1303.49,8.89,185.8,1.21,0.0033,0.9548,0.0309,0.0
370.0,,,,,,,,,1252.93,9.52,190.9,1.18,0.008,0.8829,0.0363,0.0
375.0,,,,,,,,,1317.39,9.79,200.2,1.11,0.0088,0.8772,0.0348,0.0
380.0,,,,,,,,,1359.01,10.03,202.2,1.09,0.0127,0.8189,0.0369,0.0
385.0,,,,,,,,,1493.54,9.38,200.8,1.13,0.0121,0.854,0.0349,0.0
390.0,,,,,,,,,1615.57,8.11,196.4,1.37,0.0029,0.9701,0.033,0.0
395.0,,,,,,,,,1605.76,7.65,189.8,1.43,0.0,1.0092,0.0294,0.0
400.0,,,,,,,,,1558.01,7.15,172.2,1.55,0.0,1.083,0.0345,0.0
405.0,,,,,,,,,1611.88,6.81,187.1,1.64,0.0,1.1352,0.0268,0.0001
410.0,,,,,,,,,1455.47,7.32,185.4,1.52,0.0,1.0164,0.0235,0.0001
415.0,,,,,,,,,1414.05,7.27,184.5,1.52,0.0,1.0149,0.025,0.0
420.0,,,,,,,,,1516.2,6.67,181.5,1.61,0.0,1.0355,0.0225,0.0
425.0,,,,,,,,,1655.0,6.06,179.0,1.76,0.0,1.1162,0.0304,0.0
430.0,,,,,,,,,1622.69,5.92,175.8,1.73,0.0,1.1344,0.0218,0.0
435.0,,,,,,,,,1420.66,6.34,171.4,1.62,0.0,1.048,0.0236,0.0
440.0,,,,,,,,,1484.08,5.86,165.5,1.72,0.0,1.135,0.0248,0.0
445.0,,,,,,,,,1583.71,5.44,167.3,1.8,0.0,1.1948,0.0252,0.0001
450.0,,,,,,,,,1422.97,5.68,159.9,1.74,0.0,1.1292,0.02,0.0
455.0,,,,,,,,,1441.39,5.49,159.2,1.81,0.0,1.1447,0.0261,0.0
460.0,,,,,,,,,1440.13,5.77,159.8,1.68,0.0,1.0647,0.0193,0.0
465.0,,,,,,,,,1276.41,6.3,159.1,1.52,0.004,0.9418,0.0186,0.0
470.0,,,,,,,,,1173.63,5.93,150.7,1.64,0.0,1.0505,0.017,0.0
475.0,,,,,,,,,1295.07,5.36,151.1,1.81,0.0,1.1691,0.0152,0.0
480.0,,,,,,,,,1380.14,5.02,151.9,1.88,0.0,1.1388,0.0176,0.0
485.0,,,,,,,,,1310.72,5.13,150.5,1.77,0.0,1.0909,0.0187,0.0
490.0,,,,,,,,,1270.36,5.03,145.8,1.82,0.0,1.1469,0.0172,0.0001
495.0,,,,,,,,,1361.09,4.37,144.9,2.11,0.0,1.2805,0.0166,0.0
500.0,,,,,,,,,1428.56,4.26,144.4,2.15,0.0,1.2727,0.0161,0.0
505.0,,,,,,,,,1278.84,4.73,141.8,1.87,0.0,1.0747,0.0146,0.0
510.0,,,,,,,,,1198.02,4.59,139.0,1.91,0.0,1.1281,0.0143,0.0
515.0,,,,,,,,,1239.43,4.26,134.4,2.06,0.0,1.2059,0.0168,0.0
520.0,,,,,,,,,1135.52,4.57,134.5,1.93,0.0,1.0969,0.0122,0.0
525.0,,,,,,,,,1108.56,4.67,134.0,1.9,0.0,1.0618,0.0121,0.0
530.0,,,,,,,,,1224.34,4.35,133.9,2.04,0.0,1.1461,0.0127,0.0
535.0,,,,,,,,,1291.42,4.01,135.1,2.19,0.0,1.2275,0.0154,0.0
540.0,,,,,,,,,1286.76,3.76,132.3,2.27,0.0,1.3087,0.0127,0.0
545.0,,,,,,,,,1145.95,4.2,130.5,1.99,0.0,1.2088,0.0145,0.0
550.0,,,,,,,,,1029.34,4.46,130.6,1.89,0.0,1.0232,0.0094,0.0001
555.0,,,,,,,,,1098.23,4.08,128.2,2.0,0.0,1.1705,0.0111,0.0001
560.0,,,,,,,,,1053.9,4.07,126.6,2.02,0.0,1.1783,0.009,0.0
565.0,,,,,,,,,1318.84,3.34,125.1,2.48,0.0,1.3889,0.0118,0.0
570.0,,,,,,,,,1592.88,2.89,128.9,2.76,0.0,1.5855,0.0131,0.0
575.0,,,,,,,,,1191.86,3.83,127.3,2.18,0.0,1.1452,0.0106,0.0001
580.0,,,,,,,,,967.2,4.67,125.6,1.7,0.003,0.9302,0.0079,0.0001
585.0,,,,,,,,,1016.82,4.41,125.4,1.8,0.0,1.0125,0.0075,0.0001
590.0,,,,,,,,,1133.57,3.65,119.9,2.14,0.0,1.2255,0.0084,0.0001
595.0,,,,,,,,,1025.15,3.85,120.3,2.05,0.0,1.122,0.0086,0.0
600.0,,,,,,,,,1151.58,3.42,118.0,2.23,0.0,1.2094,0.0102,0.0001
605.0,,,,,,,,,1421.07,2.44,117.2,3.08,0.0,1.6115,0.0124,0.0002
610.0,,,,,,,,,1254.77,2.88,112.4,2.56,0.0,1.3653,0.0102,0.0
615.0,,,,,,,,,789.46,3.81,110.1,1.87,0.0,1.0552,0.0062,0.0
620.0,,,,,,,,,717.11,3.5,104.7,2.04,0.0,1.1112,0.0072,0.0001
625.0,,,,,,,,,1073.28,2.61,103.1,2.69,0.0,1.4686,0.0092,0.0
630.0,,,,,,,,,895.57,3.11,100.1,2.15,0.0,1.2491,0.0084,0.0
635.0,,,,,,,,,696.46,3.46,98.4,1.96,0.0,1.0039,0.0071,0.0
640.0,,,,,,,,,811.26,2.96,92.2,2.2,0.0,1.0126,0.0086,0.0
645.0,,,,,,,,,857.43,2.57,93.1,2.38,0.0,1.1563,0.0102,0.0
650.0,,,,,,,,,811.98,2.03,87.8,2.92,0.0,1.3714,0.0123,0.0001
655.0,,,,,,,,,528.32,2.32,82.7,2.6,0.0,1.2752,0.0101,0.0001
660.0,,,,,,,,,598.99,2.16,79.3,2.65,0.0,1.128,0.0128,0.0002
665.0,,,,,,,,,561.81,1.77,77.5,3.11,0.0,1.3708,0.0208,0.0003
670.0,,,,,,,,,507.04,2.07,77.9,2.56,0.0,1.0306,0.0189,0.0
675.0,,,,,,,,,367.43,1.99,72.6,2.49,0.0057,0.9475,0.0236,0.0
680.0,,,,,,,,,308.12,1.78,70.4,2.73,0.0,1.1681,0.0215,0.0
685.0,,,,,,,,,95.83,2.29,65.9,2.18,0.0267,0.7587,0.0219,0.0
690.0,,,,,,,,,180.34,2.63,64.0,1.85,0.0424,0.5615,0.0258,0.0001
695.0,,,,,,,,,27.54,1.77,64.2,2.64,0.0581,0.6602,0.0371,0.0001
700.0,,,,,,,,,163.16,1.48,59.3,3.09,0.0678,0.6685,0.0472,0.0
705.0,,,,,,,,,0.0,1.86,55.9,2.38,0.0986,0.5288,0.0377,0.0
710.0,,,,,,,,,0.0,1.58,53.9,2.78,0.0869,0.647,0.057,0.0001
715.0,,,,,,,,,32.97,2.03,50.6,2.18,0.1095,0.5477,0.035,0.0001
720.0,,,,,,,,,11.49,2.47,49.7,1.67,0.1099,0.4446,0.0234,0.0
725.0,,,,,,,,,0.0,1.75,49.0,2.33,0.1717,0.4893,0.0384,0.0
730.0,,,,,,,,,41.61,1.06,46.9,3.83,0.2978,0.4681,0.056,0.0
735.0,,,,,,,,,95.73,1.75,46.9,2.33,0.2786,0.2937,0.0275,0.0
740.0,,,,,,,,,9.49,2.31,48.1,1.76,0.252,0.1531,0.0144,0.0
745.0,,,,,,,,,1.51,1.36,44.8,2.79,0.3424,0.3629,0.0211,0.0002
750.0,,,,,,,,,0.0,1.05,42.0,3.62,0.484,0.3012,0.0275,0.0003
755.0,,,,,,,,,107.15,1.63,39.7,2.25,0.4186,0.0435,0.0165,0.0001
760.0,,,,,,,,,0.0,1.87,40.3,1.9,0.3432,0.0985,0.013,0.0001
765.0,,,,,,,,,0.0,1.64,38.1,2.29,0.3126,0.2749,0.0142,0.0
770.0,,,,,,,,,51.78,1.31,37.5,3.06,0.3861,0.283,0.0137,0.0
775.0,,,,,,,,,171.93,1.54,37.4,2.69,0.3656,0.1433,0.0103,0.0001
780.0,,,,,,,,,80.91,1.44,38.8,2.88,0.3396,0.2514,0.009,0.0
785.0,,,,,,,,,0.0,1.18,38.8,3.43,0.2576,0.4657,0.0093,0.0004
790.0,,,,,,,,,0.0,0.87,38.3,4.75,0.0791,0.8786,0.012,0.0004
795.0,,,,,,,,,0.18,0.97,36.9,4.32,0.2053,0.5765,0.0099,0.0001
800.0,,,,,,,,,0.0,1.21,37.3,3.5,0.3101,0.1979,0.0073,0.0001
805.0,,,,,,,,,2.79,1.52,36.1,2.82,0.2021,0.1986,0.0061,0.0001
810.0,,,,,,,,,90.9,1.65,36.9,2.58,0.1488,0.3601,0.0049,0.0003
815.0,,,,,,,,,0.0,1.48,35.7,2.9,0.149,0.3158,0.0052,0.0
820.0,,,,,,,,,268.89,0.98,35.8,4.31,0.1714,0.4743,0.0074,0.0
825.0,,,,,,,,,0.0,0.92,33.2,4.5,0.1519,0.4799,0.0081,0.0
830.0,,,,,,,,,12.55,1.55,33.8,2.64,0.1346,0.2273,0.0044,0.0001
835.0,,,,,,,,,0.0,0.98,33.8,4.22,0.1076,0.5502,0.0068,0.0002
840.0,,,,,,,,,0.0,1.18,34.0,3.37,0.0819,0.5876,0.0053,0.0
845.0,,,,,,,,,133.31,1.73,33.7,2.31,0.0833,0.3108,0.0036,0.0
