Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0345
5.0,,,,,,,,,,0.0,,,0.0,0.0,0.0335
10.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0322
15.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0332
20.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0377
25.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0477
30.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0665
35.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.074
40.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0596
45.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0477
50.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0374
55.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0383
60.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0298
65.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0284
70.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0248
75.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0284
80.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.033
85.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.034
90.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.034
95.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0335
100.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0348
105.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0338
110.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0272
115.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0222
120.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0335
125.0,,0.114,,,,,,,,0.0,0.0,0.0,0.0,0.1106,0.0248
130.0,,,,,,,,,854.0,0.0617,0.1,0.0152,0.9519,0.0342,0.0345
135.0,,0.182,,,,,,,924.0,0.1686,0.43,0.0056,0.4459,0.0529,0.0351
140.0,,1.439,,,,,,,994.0,0.0965,0.9,0.0272,0.7942,0.0641,0.0296
145.0,,2.01,,,,,,,1064.0,0.1048,0.91,0.0251,0.7073,0.0794,0.0156
150.0,,2.236,,,,,,,1134.0,0.1023,0.91,0.0595,0.6787,0.074,0.0219
155.0,,2.281,,,,,,,1204.0,0.1248,0.76,0.049,0.6368,0.0596,0.0409
160.0,,2.1990000000000003,,,,,,,1274.0,0.12,0.85,0.0778,0.7146,0.0673,0.0423
165.0,,2.253,,,,,,,1346.0,0.1,0.76,0.0929,0.6104,0.0477,0.038
170.0,,2.387,,,,,,,1329.0,0.0982,1.08,0.1146,0.7134,0.0374,0.0325
175.0,,2.285,,,,,,,1306.0,0.0847,1.06,0.1331,0.7457,0.0383,0.0304
180.0,,2.11,,,,,,,1281.0,0.0835,1.12,0.1302,0.6787,0.0332,0.036
185.0,,1.918,,,,,,,1245.0,0.0747,1.07,0.1443,0.8075,0.0298,0.0311
190.0,,1.7380000000000002,,,,,,,1198.0,0.0665,1.09,0.136,0.8729,0.0316,0.0331
195.0,,1.661,,,,,,,1156.0,0.0688,1.13,0.1321,0.8641,0.027,0.0385
200.0,,1.624,,,,,,,1137.0,0.0758,0.89,0.0989,0.8034,0.0287,0.0274
205.0,,1.627,,,,,,,1124.0,0.0702,0.89,0.107,0.9506,0.0419,0.0263
210.0,,1.529,,,,,,,1151.0,0.0705,0.96,0.0941,0.9698,0.035,0.0475
215.0,,1.641,,,,,,,1159.0,0.0794,0.85,0.084,0.8256,0.043,0.0484
220.0,,1.6969999999999998,,,,,,,1219.0,0.0684,0.98,0.0982,0.9724,0.0284,0.0475
225.0,,1.701,,,,,,,1246.0,0.0783,0.83,0.0854,0.7571,0.0222,0.05
230.0,,1.682,,,,,,,1265.0,0.0589,1.1,0.1171,0.7236,0.0242,0.0634
235.0,,1.605,,,,,,,1228.0,0.0604,0.96,0.1135,0.9557,0.0335,0.0501
240.0,,1.4980000000000002,,,,,,,1154.0,0.0519,1.01,0.1281,0.9557,0.0248,0.0739
245.0,,1.342,,,,,,,1152.0,0.0475999999999999,1.05,0.1405,0.9168,0.0345,0.0573
250.0,,1.262,,,,,,,1123.0,0.0529,1.05,0.1194,1.0448,0.0248,0.0477
255.0,,1.258,,,,,,,1074.0,0.0466,1.03,0.1353,1.0189,0.0345,0.046
260.0,,1.287,,,,,,,988.0,0.0507,1.22,0.1355,1.0189,0.9264,0.0343
265.0,,1.3030000000000002,,,,,,,904.0,0.0525,1.15,0.1228,0.8907,0.6378,0.0317
270.0,,1.291,,,,,,,868.0,0.0626999999999999,1.12,0.1037,0.7044,0.0198,0.0335
275.0,,1.2819999999999998,,,,,,,951.0,0.0701,0.81,0.0931,0.618,0.7044,0.0422
280.0,,1.267,,,,,,,1044.0,0.0588,1.02,0.1125,0.9237,0.9068,0.0465
285.0,,1.237,,,,,,,1118.0,0.0408,1.5,0.1609,0.9068,0.8607,0.0779
290.0,,1.29,,,,,,,1106.0,0.0399,1.43,0.168,0.8179,0.6915,0.0546
295.0,,1.225,,,,,,,1027.0,0.0353,1.51,0.1898,1.011,1.0161,0.0719
300.0,,1.123,,,,,,,967.0,0.0433,0.87,0.156,0.7467,0.7561,0.0769
305.0,,1.036,,,,,,,891.0,0.05,1.1,0.1341,0.95,0.8396,0.0546
310.0,,1.011,,,,,,,834.0,0.0433,1.06,0.1341,0.9209,0.9558,0.1128
315.0,,1.031,,,,,,,847.0,0.05,0.96,0.1483,0.8315,0.9307,0.07
320.0,,1.121,,,,,,,823.0,0.0488,1.02,0.1695,0.9307,0.8827,0.0707
325.0,,1.193,,,,,,,819.0,0.0425,0.66,0.1339,0.7363,0.7633,0.0715
330.0,,1.219,,,,,,,867.0,0.0576,0.7,0.1696,0.7476,0.7121,0.0563
335.0,,1.16,,,,,,,907.0,0.0564,0.72,0.1685,0.7396,0.7476,0.1063
340.0,,1.15,,,,,,,939.0,0.0467,0.71,0.184,0.7324,0.7396,0.1063
345.0,,1.098,,,,,,,1009.0,0.0467,0.94,0.2374,1.0536,1.2469,0.0563
350.0,,1.042,,,,,,,1065.0,0.0426999999999999,0.95,0.2337,1.1412,0.8857,0.0603
355.0,,1.014,,,,,,,1015.0,0.0331,0.83,0.1844,0.8512,0.8234,0.0489
360.0,,0.983,,,,,,,983.0,0.0324,0.9,0.1186,0.6915,1.1486,0.0499
365.0,,0.928,,,,,,,985.0,0.0415,0.78,0.1475,0.7561,0.8512,0.083
370.0,,0.975,,,,,,,1000.0,0.0475,0.93,0.2149,0.7143,0.8922,0.0977
375.0,,1.145,,,,,,,1100.0,0.0626999999999999,1.25,0.2025,0.902,0.6066,0.098
380.0,,1.3019999999999998,,,,,,,1114.0,0.0548,0.95,0.1783,0.7057,1.05,0.0617
385.0,,1.308,,,,,,,1058.0,0.0377,1.1,0.2239,0.7633,0.8315,0.0617
390.0,,1.21,,,,,,,1009.0,0.0412999999999999,1.01,0.2602,0.8603,0.9209,0.0541
395.0,,1.103,,,,,,,959.0,0.047,1.1,0.2947,0.9827,0.95,0.0568
400.0,,1.027,,,,,,,954.0,0.0417,1.46,0.1527,0.5897,1.011,0.8047
405.0,,0.952,,,,,,,969.0,0.0364,1.58,0.1705,0.5882,0.8603,0.0376
410.0,,0.907,,,,,,,851.0,0.0281,0.95,0.1765,0.8922,0.806,0.0376
415.0,,0.885,,,,,,,755.0,0.0247,1.03,0.2152,0.7159,0.8827,0.0414
420.0,,0.818,,,,,,,703.0,0.0419,1.17,0.3112,0.8392,0.7159,0.0522
425.0,,0.8029999999999999,,,,,,,704.0,0.0377,1.75,0.205,1.1619,0.5882,0.1061
430.0,,0.774,,,,,,,795.0,0.0319,1.03,0.1436,0.8234,1.1619,0.324
435.0,,0.751,,,,,,,786.0,0.0262,0.59,0.163,0.8857,0.6066,2.0056
440.0,,0.7540000000000001,,,,,,,730.0,0.0165,0.72,0.1454,1.1913,0.8234,0.247
445.0,,0.757,,,,,,,697.0,0.0250999999999999,0.96,0.2356,0.7553,0.8392,0.1317
450.0,,0.7340000000000001,,,,,,,690.0,0.0321,0.91,0.1908,0.9558,0.7747,0.2016
455.0,,0.701,,,,,,,752.0,0.0281,0.77,0.1137,0.8449,1.2469,0.3196
460.0,,0.71,,,,,,,758.0,0.0283,0.79,0.1322,0.8034,1.1913,0.1988
465.0,,0.708,,,,,,,685.0,0.0173,0.83,0.1215,1.2884,0.6066,1.3201
470.0,,0.685,,,,,,,656.0,0.0188,1.29,0.1088,1.3377,0.7553,0.2958
475.0,,0.67,,,,,,,636.0,0.0314,1.6,0.171,1.1525,0.8234,0.2784
480.0,,0.6709999999999999,,,,,,,613.0,0.0241,1.15,0.1918,0.7846,0.6066,0.1184
485.0,,0.7000000000000001,,,,,,,648.0,0.0265,1.11,0.2073,0.9614,0.8449,0.0741
490.0,,0.711,,,,,,,694.0,0.0272,2.18,0.1158,0.9614,1.1525,0.1543
495.0,,0.675,,,,,,,733.0,0.0171,26.87,0.0992,0.6566,0.9264,0.461
500.0,,0.662,,,,,,,694.0,0.0147,10.49,0.1819,0.0926,0.9264,0.9648
505.0,,0.653,,,,,,,646.0,0.0136,1.11,2.5577,0.0674,0.1819,0.5826
510.0,,0.624,,,,,,,663.0,0.0221,0.84,0.0926,0.0718,1.3206,0.5604
515.0,,0.623,,,,,,,499.0,0.0258,0.79,0.0674,0.1819,18.5562,3.0107
520.0,,0.605,,,,,,,1162.0,0.0141,2.13,0.0718,0.3627,0.6566,1.9976
525.0,,0.639,,,,,,,979.0,0.0026,29.96,0.1819,0.3627,6.5381,0.1993
530.0,,0.595,,,,,,,814.0,-0.0003,4.79,0.3627,0.3082,0.3089,0.2419
535.0,,0.544,,,,,,,671.0,0.0277,3.75,2.5894,0.1235,0.9106,0.1445
540.0,,0.555,,,,,,,610.0,0.0381,1.62,0.3082,0.2219,11.6012,0.2241
545.0,,0.528,,,,,,,437.0,0.0356,2.84,0.1235,0.3978,11.6012,0.265
550.0,,0.503,,,,,,,467.0,0.0141999999999999,4.38,0.2219,0.1924,2.0124,0.1962
555.0,,0.483,,,,,,,481.0,0.0068,1.97,0.3978,0.2184,1.8756,0.1088
560.0,,0.469,,,,,,,358.0,0.008,9.97,0.1924,0.2216,0.7453,0.1154
565.0,,0.451,,,,,,,433.0,0.0187,1.85,0.2184,0.2216,1.135,0.2111
570.0,,0.434,,,,,,,512.0,0.0105,1.49,1.1166,0.0948,1.7979,0.2824
575.0,,0.407,,,,,,,488.0,0.0059,0.69,0.0948,0.0716,1.0494,1.1225
580.0,,0.425,,,,,,,768.0,0.002,0.46,0.0948,0.1053,6.1724,0.391
585.0,,0.396,,,,,,,684.0,0.0121,0.55,0.0716,0.2835,0.9999,1.0555
590.0,,0.319,,,,,,,586.0,0.0093,0.57,0.1053,0.6159,0.4397,0.0366
595.0,,0.319,,,,,,,474.0,0.0101,1.57,0.2835,0.3914,0.3847,0.8821
600.0,,0.292,,,,,,,371.0,0.0093,3.01,0.6159,0.3914,0.5448,
605.0,,0.282,,,,,,,273.0,0.022,2.03,0.3914,0.3989,0.6997,
610.0,,0.2739999999999999,,,,,,,275.0,0.0272,11.54,0.3989,2.1293,0.8812,
615.0,,0.277,,,,,,,410.0,0.0187,7.97,0.3989,1.4213,0.5114,
620.0,,0.227,,,,,,,424.0,0.0028,1.01,2.1293,0.1819,1.5114,
625.0,,0.203,,,,,,,504.0,0.0039,1.3,1.4213,0.1019,1.4574,
630.0,,0.204,,,,,,,1086.0,0.0039,0.87,0.1489,0.1755,8.4806,
635.0,,0.196,,,,,,,908.0,0.0007,0.82,0.1019,0.1948,5.9168,
640.0,,0.193,,,,,,,771.0,-0.0004,0.3,0.1755,0.152,0.4793,
645.0,,0.185,,,,,,,637.0,0.0087,0.3,0.1948,0.0923,0.157,
650.0,,0.187,,,,,,,480.0,0.0069999999999999,,0.152,0.1009,0.517,
655.0,,0.188,,,,,,,361.0,0.0115,,0.0923,0.1984,0.3943,
660.0,,0.184,,,,,,,294.0,0.0066,,0.1009,0.2784,0.3943,
665.0,,0.178,,,,,,,209.0,0.0054,,0.1984,0.9376,1.2826,
670.0,,0.163,,,,,,,113.0,0.0069,,0.2784,0.9339,0.537,
675.0,,0.178,,,,,,,164.0,0.0066,,0.9376,0.3583,1.1451,
680.0,,0.179,,,,,,,185.0,0.0115,,0.9339,0.0372,1.1451,
685.0,,0.179,,,,,,,193.0,0.0054,,0.3583,0.0372,2.7133,
690.0,,0.177,,,,,,,148.0,0.0038,,0.0372,,10.9546,
695.0,,0.168,,,,,,,105.0,0.0054,,0.9354,,8.1247,
700.0,,0.16,,,,,,,151.0,-0.0043,,0.9354,,0.0385,
705.0,,0.161,,,,,,,149.0,-0.0005,,,,2.0525,
710.0,,0.172,,,,,,,148.0,0.0026,,,,3.6491,
715.0,,0.156,,,,,,,145.0,0.025,,,,,
720.0,,0.152,,,,,,,147.0,-0.0054,,,,,
