Time (s),HRRPUA (kW/m2),THRPUA (MJ/m2),HT Comb (MJ/kg),MLR (g/s),Air/Sample (kg/kg),CO2 (kg/kg),CO (kg/kg)
951.0,35.4,95.61,27.26,0.008,3350.7,7.03,0.253
954.0,34.3,95.71,28.58,0.009,2937.9,6.15,0.212
957.0,33.9,95.81,29.0,0.01,2592.1,5.39,0.194
960.0,35.3,95.92,28.68,0.013,2130.7,4.46,0.15
963.0,33.2,96.02,27.87,0.014,1975.2,4.15,0.132
966.0,35.5,96.12,26.8,0.015,1786.3,3.75,0.138
969.0,35.6,96.23,25.69,0.015,1816.9,3.78,0.11
972.0,34.3,96.33,24.67,0.015,1800.2,3.7,0.126
975.0,33.7,96.43,23.84,0.015,1840.7,3.83,0.127
978.0,31.4,96.53,23.21,0.015,1812.0,3.75,0.101
981.0,32.6,96.63,22.79,0.015,1781.6,3.67,0.126
984.0,33.2,96.73,22.55,0.015,1771.8,3.62,0.109
987.0,33.7,96.83,22.48,0.016,1666.6,3.45,0.134
990.0,33.6,96.93,22.54,0.016,1729.2,3.61,0.135
993.0,34.3,97.03,22.74,0.015,1827.2,3.8,0.114
996.0,34.3,97.13,23.05,0.015,1736.7,3.62,0.152
999.0,34.0,97.24,23.46,0.016,1736.8,3.59,0.113
1002.0,35.1,97.34,23.95,0.015,1742.0,3.59,0.149
1005.0,34.8,97.45,24.5,0.014,1940.7,4.02,0.168
1008.0,33.0,97.54,25.08,0.013,2074.3,4.29,0.146
1011.0,32.3,97.64,25.66,0.013,2065.2,4.29,0.147
1014.0,33.1,97.74,26.21,0.013,2097.3,4.38,0.181
1017.0,34.6,97.84,26.7,0.012,2239.7,4.63,0.168
1020.0,35.1,97.95,27.12,0.011,2348.9,4.86,0.193
1023.0,33.7,98.05,27.47,0.011,2421.2,4.97,0.208
1026.0,33.8,98.15,27.77,0.012,2207.5,4.53,0.161
1029.0,31.5,98.25,28.05,0.012,2286.4,4.76,0.176
1032.0,31.7,98.34,28.34,0.013,2121.1,4.42,0.181
1035.0,36.2,98.45,28.7,0.012,2186.7,4.49,0.184
1038.0,34.2,98.55,29.15,0.012,2190.0,4.48,0.174
1041.0,34.3,98.66,29.75,0.012,2214.5,4.51,0.178
1044.0,34.4,98.76,30.51,0.011,2415.2,4.94,0.185
1047.0,32.5,98.86,31.49,0.011,2405.5,4.92,0.199
1050.0,33.8,98.96,32.71,0.011,2508.7,5.1,0.21
1053.0,34.1,99.06,34.17,0.011,2492.5,5.05,0.176
1056.0,33.3,99.16,35.9,0.01,2774.0,5.69,0.231
1059.0,33.8,99.26,37.87,0.01,2591.6,5.38,0.224
1062.0,33.7,99.36,40.02,0.009,2948.4,6.13,0.249
1065.0,34.5,99.47,42.28,0.008,3441.1,7.15,0.316
1068.0,34.5,99.57,44.53,0.008,3434.3,7.1,0.31
1071.0,35.4,99.68,46.63,0.007,3953.1,8.18,0.301
1074.0,33.5,99.78,48.45,0.007,4148.9,8.56,0.392
1077.0,33.3,99.88,49.88,0.005,0.0,0.0,0.0
1080.0,32.9,99.98,50.82,0.006,4386.5,9.09,0.363
1083.0,33.7,100.08,51.25,0.006,4748.2,9.8,0.399
1086.0,34.7,100.18,51.16,0.006,4610.9,9.48,0.383
1089.0,33.8,100.28,50.6,0.006,4291.6,8.73,0.32
1092.0,32.5,100.38,49.67,0.007,3850.0,7.9,0.33
1095.0,33.1,100.48,48.46,0.007,3867.0,7.89,0.308
1098.0,32.9,100.58,47.11,0.006,4177.0,8.53,0.358
1101.0,34.1,100.68,45.72,0.007,3993.1,8.19,0.327
1104.0,34.3,100.78,44.42,0.008,3377.8,6.89,0.311
1107.0,32.7,100.88,43.3,0.009,3137.5,6.46,0.29
1110.0,33.7,100.98,42.41,0.009,3041.0,6.35,0.292
1113.0,34.2,101.08,41.76,0.009,2981.6,6.15,0.28
1116.0,34.9,101.19,41.31,0.009,3035.6,6.22,0.271
1119.0,32.8,101.29,40.95,0.009,2975.2,6.04,0.237
1122.0,32.4,101.39,40.56,0.008,3398.2,6.9,0.285
1125.0,32.7,101.48,40.05,0.008,3173.6,6.46,0.29
1128.0,32.7,101.58,39.36,0.007,4066.7,8.29,0.361
1131.0,34.1,101.68,38.51,0.006,4455.4,8.98,0.373
1134.0,34.8,101.79,37.59,0.005,0.0,0.0,0.0
1137.0,32.4,101.89,36.71,0.005,0.0,0.0,0.0
1140.0,33.3,101.99,35.93,0.005,0.0,0.0,0.0
1143.0,33.0,102.08,35.26,0.006,4859.5,9.73,0.444
1146.0,32.7,102.18,34.65,0.006,4449.1,8.9,0.341
1149.0,33.5,102.28,34.0,0.008,3266.0,6.49,0.277
1152.0,32.0,102.38,33.21,0.009,3071.1,6.17,0.266
1155.0,32.7,102.48,32.26,0.01,2641.8,5.33,0.207
1158.0,32.3,102.57,31.16,0.011,2356.1,4.76,0.18
1161.0,33.2,102.67,30.0,0.012,2309.9,4.59,0.191
1164.0,32.6,102.77,28.89,0.013,2083.3,4.19,0.158
1167.0,32.9,102.87,27.94,0.013,2144.7,4.34,0.198
1170.0,32.0,102.97,27.24,0.014,2006.6,4.03,0.174
1173.0,31.6,103.06,26.82,0.013,2135.0,4.25,0.184
1176.0,31.0,103.15,26.67,0.014,1993.0,4.01,0.168
1179.0,33.1,103.25,26.77,0.012,2240.8,4.46,0.189
1182.0,31.8,103.35,27.06,0.013,2021.8,4.05,0.145
1185.0,31.9,103.44,27.5,0.012,2284.4,4.62,0.227
1188.0,32.5,103.54,28.03,0.011,2562.6,5.14,0.232
1191.0,32.6,103.64,28.6,0.011,2537.8,5.14,0.246
1194.0,32.6,103.74,29.18,0.011,2473.1,5.04,0.225
1197.0,31.9,103.83,29.75,0.011,2442.7,4.96,0.226
1200.0,33.8,103.93,30.3,0.011,2508.2,5.07,0.221
1203.0,33.3,104.03,30.83,0.011,2457.8,4.95,0.23
1206.0,31.5,104.13,31.32,0.01,2587.1,5.14,0.224
1209.0,31.4,104.22,31.76,0.01,2718.8,5.47,0.244
1212.0,33.6,104.32,32.13,0.009,2846.0,5.76,0.275
1215.0,32.9,104.42,32.43,0.011,2547.9,5.15,0.197
1218.0,33.2,104.52,32.62,0.01,2850.9,5.79,0.3
1221.0,32.6,104.62,32.7,0.009,2913.0,5.91,0.265
1224.0,33.8,104.72,32.68,0.009,2930.0,5.92,0.256
1227.0,32.4,104.82,32.56,0.01,2652.9,5.36,0.228
1230.0,32.2,104.92,32.39,0.01,2675.3,5.44,0.254
1233.0,33.3,105.02,32.19,0.011,2457.0,5.02,0.209
1236.0,32.9,105.11,32.0,0.011,2560.3,5.18,0.244
1239.0,34.0,105.22,31.87,0.01,2663.8,5.37,0.199
1242.0,32.8,105.31,31.82,0.01,2591.6,5.18,0.235
1245.0,33.3,105.41,31.88,0.011,2536.4,5.13,0.223
1248.0,31.8,105.51,32.05,0.011,2372.4,4.76,0.243
1251.0,33.1,105.61,32.31,0.01,2578.1,5.1,0.239
1254.0,32.9,105.71,32.64,0.011,2425.3,4.85,0.251
1257.0,32.2,105.8,32.98,0.01,2691.3,5.43,0.263
1260.0,34.9,105.91,33.26,0.009,2968.2,6.01,0.241
1263.0,34.3,106.01,33.43,0.009,3032.1,6.07,0.261
1266.0,31.9,106.11,33.43,0.009,2866.2,5.71,0.276
1269.0,32.8,106.21,33.24,0.009,3094.3,6.22,0.305
1272.0,31.9,106.3,32.87,0.009,3022.8,6.04,0.308
1275.0,32.7,106.4,32.37,0.009,2874.4,5.71,0.235
1278.0,32.4,106.5,31.8,0.01,2596.2,5.15,0.236
1281.0,31.8,106.59,31.25,0.011,2442.4,4.86,0.209
1284.0,32.0,106.69,30.81,0.011,2422.0,4.8,0.228
1287.0,33.7,106.79,30.57,0.012,2288.5,4.55,0.201
1290.0,32.6,106.89,30.59,0.012,2300.8,4.59,0.202
1293.0,31.7,106.98,30.91,0.012,2229.2,4.48,0.213
1296.0,34.4,107.09,31.54,0.011,2349.7,4.75,0.22
1299.0,33.7,107.19,32.45,0.012,2311.6,4.68,0.229
1302.0,34.5,107.29,33.58,0.01,2658.5,5.28,0.205
1305.0,32.7,107.39,34.81,0.011,2558.6,5.08,0.242
1308.0,31.8,107.48,36.04,0.009,3041.3,6.04,0.284
1311.0,32.2,107.58,37.13,0.008,3420.1,6.8,0.328
1314.0,31.5,107.68,37.97,0.007,3920.5,7.9,0.399
1317.0,32.4,107.77,38.47,0.007,4086.1,8.24,0.389
1320.0,33.7,107.87,38.63,0.007,3949.1,7.95,0.384
1323.0,32.9,107.97,38.48,0.008,3297.0,6.57,0.331
1326.0,31.6,108.07,38.14,0.008,3277.3,6.52,0.295
1329.0,32.3,108.16,37.73,0.009,2936.1,5.86,0.261
1332.0,31.5,108.26,37.41,0.01,2729.9,5.37,0.208
1335.0,31.9,108.35,37.28,0.01,2806.3,5.52,0.231
1338.0,32.6,108.45,37.42,0.011,2568.6,5.11,0.217
1341.0,32.3,108.55,37.83,0.009,2926.2,5.85,0.282
1344.0,32.0,108.65,38.43,0.009,3095.8,6.16,0.308
1347.0,31.2,108.74,39.11,0.008,3507.8,7.01,0.343
1350.0,31.1,108.83,39.72,0.008,3537.3,7.05,0.348
1353.0,32.3,108.93,40.13,0.007,4172.9,8.25,0.386
1356.0,31.1,109.02,40.23,0.007,4028.3,7.93,0.372
1359.0,31.0,109.12,39.98,0.007,4124.1,8.16,0.337
1362.0,32.1,109.21,39.43,0.007,3913.6,7.84,0.395
1365.0,31.7,109.31,38.65,0.008,3425.2,6.89,0.331
1368.0,34.3,109.41,37.79,0.009,3048.1,6.06,0.281
1371.0,31.5,109.5,37.01,0.01,2649.2,5.2,0.238
1374.0,30.0,109.59,36.45,0.01,2681.1,5.29,0.226
1377.0,29.9,109.68,36.19,0.011,2532.9,5.05,0.238
1380.0,32.3,109.78,36.23,0.01,2778.9,5.53,0.254
1383.0,31.3,109.87,36.54,0.01,2825.4,5.65,0.282
1386.0,33.3,109.97,37.0,0.008,3208.5,6.34,0.276
1389.0,31.7,110.07,37.47,0.008,3331.3,6.64,0.319
1392.0,32.8,110.17,37.81,0.007,3806.8,7.61,0.354
1395.0,33.7,110.27,37.93,0.007,3737.5,7.52,0.397
1398.0,32.4,110.37,37.77,0.007,3641.1,7.25,0.373
1401.0,33.8,110.47,37.34,0.009,3182.9,6.35,0.31
1404.0,32.6,110.57,36.69,0.009,2937.6,5.8,0.274
1407.0,33.1,110.66,35.9,0.009,2944.7,5.83,0.295
1410.0,30.5,110.76,35.08,0.01,2733.5,5.51,0.266
1413.0,32.1,110.85,34.29,0.01,2803.4,5.67,0.275
1416.0,32.7,110.95,33.61,0.01,2599.4,5.2,0.244
1419.0,33.3,111.05,33.06,0.01,2705.8,5.35,0.237
1422.0,33.2,111.15,32.68,0.01,2661.3,5.31,0.294
1425.0,31.8,111.25,32.45,0.01,2708.8,5.36,0.263
1428.0,31.3,111.34,32.37,0.01,2647.6,5.22,0.247
1431.0,32.0,111.44,32.42,0.01,2722.7,5.4,0.244
1434.0,30.8,111.53,32.55,0.011,2472.1,4.95,0.224
1437.0,32.3,111.62,32.74,0.01,2741.6,5.44,0.271
1440.0,32.2,111.72,32.92,0.009,2852.1,5.65,0.273
1443.0,31.9,111.82,33.05,0.009,3091.1,6.21,0.353
1446.0,32.8,111.91,33.09,0.009,3046.8,6.07,0.265
1449.0,33.0,112.01,33.04,0.009,2914.2,5.8,0.256
1452.0,30.9,112.11,32.88,0.009,2928.7,5.78,0.276
1455.0,31.4,112.2,32.66,0.009,2890.2,5.7,0.25
1458.0,31.4,112.29,32.4,0.01,2760.1,5.41,0.248
1461.0,32.4,112.39,32.14,0.011,2457.1,4.83,0.213
1464.0,32.8,112.49,31.92,0.011,2546.9,5.0,0.217
1467.0,30.8,112.58,31.74,0.01,2631.3,5.14,0.238
1470.0,31.3,112.68,31.59,0.01,2695.7,5.28,0.228
1473.0,31.0,112.77,31.44,0.01,2647.5,5.22,0.219
1476.0,32.8,112.87,31.27,0.009,2911.3,5.77,0.303
1479.0,31.6,112.96,31.07,0.009,3052.3,5.99,0.253
1482.0,31.6,113.06,30.83,0.009,2877.8,5.64,0.276
1485.0,32.9,113.16,30.58,0.011,2590.6,5.04,0.228
1488.0,30.1,113.25,30.37,0.011,2442.6,4.73,0.242
1491.0,30.9,113.34,30.26,0.011,2446.6,4.7,0.201
1494.0,31.7,113.44,30.29,0.012,2313.3,4.46,0.207
1497.0,30.6,113.53,30.48,0.011,2565.4,4.9,0.227
1500.0,30.1,113.62,30.84,0.011,2369.9,4.54,0.203
1503.0,29.4,113.71,31.32,0.01,2796.3,5.38,0.259
1506.0,31.3,113.8,31.87,0.009,2920.8,5.67,0.262
1509.0,32.2,113.9,32.43,0.009,2981.0,5.84,0.265
1512.0,31.6,113.99,32.94,0.009,3138.1,6.21,0.273
1515.0,31.3,114.09,33.36,0.009,3102.7,6.1,0.291
1518.0,32.8,114.18,33.69,0.009,3020.5,5.9,0.271
1521.0,30.7,114.28,33.96,0.009,2969.5,5.76,0.234
1524.0,29.7,114.36,34.19,0.009,2981.3,5.85,0.302
1527.0,30.4,114.46,34.43,0.009,2896.5,5.67,0.233
1530.0,31.8,114.55,34.74,0.009,2960.1,5.78,0.292
1533.0,30.7,114.64,35.12,0.009,2893.3,5.68,0.251
1536.0,31.0,114.74,35.59,0.009,3015.2,5.98,0.26
1539.0,32.1,114.83,36.11,0.01,2790.0,5.52,0.253
1542.0,32.5,114.93,36.65,0.009,3153.9,6.26,0.324
1545.0,32.7,115.03,37.16,0.008,3282.7,6.47,0.326
1548.0,32.3,115.12,37.61,0.008,3504.8,6.82,0.327
1551.0,32.1,115.22,37.99,0.008,3607.7,7.09,0.343
1554.0,31.4,115.32,38.29,0.008,3530.1,6.87,0.314
1557.0,32.3,115.41,38.54,0.009,3056.1,6.02,0.28
1560.0,31.3,115.51,38.77,0.009,3150.2,6.21,0.314
1563.0,31.2,115.6,39.0,0.009,2977.1,5.79,0.275
1566.0,32.7,115.7,39.26,0.008,3347.4,6.47,0.292
1569.0,31.5,115.79,39.52,0.008,3594.0,7.0,0.36
1572.0,28.7,115.88,39.77,0.008,3523.9,6.89,0.366
1575.0,31.7,115.97,39.98,0.007,3769.7,7.44,0.364
1578.0,30.4,116.06,40.1,0.007,3965.7,7.8,0.371
1581.0,33.1,116.16,40.11,0.008,3347.4,6.53,0.34
1584.0,32.2,116.26,39.99,0.008,3512.2,6.79,0.287
1587.0,31.3,116.35,39.75,0.008,3212.1,6.21,0.323
1590.0,31.3,116.45,39.39,0.008,3517.4,6.83,0.323
1593.0,30.7,116.54,38.94,0.007,3708.9,7.25,0.37
1596.0,32.5,116.64,38.45,0.008,3489.1,6.75,0.34
1599.0,31.9,116.73,37.97,0.008,3324.5,6.4,0.295
1602.0,31.2,116.83,37.54,0.009,3102.3,5.98,0.292
1605.0,31.5,116.92,37.21,0.009,3044.7,5.86,0.273
1608.0,31.1,117.01,37.0,0.01,2796.8,5.39,0.248
1611.0,30.5,117.11,36.92,0.009,3018.6,5.89,0.277
1614.0,30.5,117.2,36.93,0.009,3061.9,5.96,0.266
1617.0,31.7,117.29,36.98,0.008,3273.1,6.33,0.266
1620.0,32.2,117.39,37.02,0.007,3930.1,7.69,0.366
1623.0,31.2,117.48,36.99,0.008,3240.9,6.31,0.298
1626.0,32.6,117.58,36.88,0.008,3324.7,6.43,0.265
1629.0,30.5,117.67,36.7,0.008,3486.0,6.69,0.304
1632.0,32.0,117.77,36.49,0.009,2998.3,5.78,0.316
1635.0,31.5,117.86,36.31,0.009,3147.8,6.07,0.265
1638.0,31.1,117.96,36.22,0.01,2665.7,5.21,0.253
1641.0,30.0,118.05,36.26,0.009,3029.7,5.84,0.274
1644.0,31.7,118.14,36.46,0.009,2902.4,5.64,0.271
1647.0,31.3,118.24,36.81,0.009,3116.0,6.07,0.273
1650.0,31.5,118.33,37.26,0.009,3139.6,6.13,0.291
1653.0,32.3,118.43,37.77,0.009,3161.4,6.17,0.337
1656.0,32.7,118.52,38.25,0.007,3721.6,7.2,0.351
1659.0,31.2,118.62,38.63,0.008,3300.1,6.38,0.321
1662.0,30.8,118.71,38.87,0.008,3391.0,6.56,0.352
1665.0,31.8,118.81,38.91,0.007,3796.5,7.35,0.36
1668.0,32.3,118.9,38.74,0.008,3511.2,6.9,0.346
1671.0,30.4,118.99,38.37,0.008,3366.0,6.57,0.329
1674.0,32.2,119.09,37.83,0.008,3477.1,6.72,0.335
1677.0,32.6,119.19,37.17,0.008,3408.3,6.55,0.321
1680.0,31.8,119.28,36.44,0.009,3132.4,6.06,0.308
1683.0,29.0,119.37,35.71,0.009,3013.4,5.84,0.258
1686.0,30.2,119.46,35.04,0.01,2832.8,5.52,0.282
1689.0,29.9,119.55,34.46,0.009,2845.0,5.49,0.275
1692.0,30.9,119.64,34.0,0.009,3017.7,5.74,0.27
1695.0,30.3,119.74,33.64,0.009,3007.7,5.72,0.295
1698.0,29.9,119.82,33.38,0.008,3259.6,6.24,0.318
1701.0,30.9,119.92,33.2,0.009,2891.9,5.5,0.252
1704.0,31.0,120.01,33.08,0.01,2704.4,5.13,0.251
1707.0,30.3,120.1,32.99,0.009,3005.7,5.71,0.292
1710.0,32.4,120.2,32.91,0.01,2721.7,5.18,0.235
1713.0,29.7,120.29,32.85,0.01,2877.8,5.49,0.288
1716.0,29.5,120.38,32.8,0.008,3268.8,6.23,0.328
1719.0,30.4,120.47,32.77,0.008,3233.4,6.04,0.272
1722.0,29.3,120.56,32.79,0.009,3031.0,5.71,0.285
1725.0,30.2,120.65,32.88,0.01,2840.9,5.43,0.261
1728.0,29.1,120.73,33.05,0.01,2714.3,5.2,0.273
1731.0,30.8,120.83,33.29,0.01,2746.3,5.24,0.258
1734.0,29.4,120.91,33.61,0.009,2902.9,5.53,0.234
1737.0,29.2,121.0,33.94,0.009,3067.1,5.82,0.299
1740.0,29.6,121.09,34.26,0.008,3297.0,6.3,0.316
1743.0,30.9,121.18,34.52,0.007,3752.9,7.18,0.363
1746.0,30.5,121.27,34.68,0.008,3569.5,6.82,0.324
1749.0,29.4,121.36,34.75,0.009,3206.7,6.04,0.282
1752.0,29.4,121.45,34.74,0.009,3085.2,5.82,0.262
1755.0,29.3,121.54,34.68,0.009,2884.9,5.56,0.297
1758.0,30.3,121.63,34.63,0.008,3259.0,6.24,0.273
1761.0,31.2,121.72,34.64,0.009,2922.6,5.54,0.276
1764.0,31.4,121.82,34.73,0.009,3042.7,5.82,0.298
1767.0,29.1,121.91,34.95,0.009,2909.4,5.55,0.289
1770.0,30.6,122.0,35.3,0.009,3081.3,5.83,0.283
1773.0,29.7,122.09,35.78,0.009,3165.5,6.1,0.341
1776.0,29.7,122.18,36.35,0.009,3156.8,6.04,0.298
1779.0,30.5,122.27,36.99,0.008,3572.8,6.83,0.311
1782.0,30.4,122.36,37.63,0.009,3154.7,6.0,0.291
1785.0,30.1,122.45,38.23,0.008,3333.0,6.35,0.316
1788.0,30.1,122.54,38.74,0.007,3872.4,7.4,0.403
1791.0,29.8,122.63,39.12,0.007,3773.0,7.11,0.346
1794.0,30.6,122.72,39.36,0.007,3778.0,7.17,0.329
1797.0,30.2,122.81,39.46,0.006,4216.3,8.02,0.389
1800.0,29.6,122.9,39.46,0.008,3500.3,6.64,0.322
1803.0,29.5,122.99,39.39,0.008,3224.5,6.14,0.315
1806.0,30.1,123.08,39.28,0.008,3399.8,6.51,0.36
1809.0,30.9,123.17,39.17,0.008,3237.4,6.2,0.302
1812.0,29.7,123.26,39.07,0.008,3448.9,6.64,0.346
1815.0,32.1,123.36,38.96,0.008,3514.6,6.73,0.355
1818.0,30.8,123.45,38.83,0.007,3876.8,7.32,0.384
1821.0,29.5,123.54,38.66,0.007,3640.5,6.84,0.332
1824.0,31.5,123.63,38.4,0.008,3238.6,6.16,0.348
1827.0,29.6,123.72,38.01,0.008,3449.3,6.56,0.35
1830.0,30.4,123.81,37.41,0.008,3459.1,6.53,0.317
1833.0,30.5,123.9,36.46,0.008,3322.5,6.37,0.301
1836.0,31.2,124.0,35.0,0.009,3127.1,5.96,0.312
1839.0,30.2,124.09,32.85,0.008,3379.9,6.43,0.308
1842.0,30.5,124.18,29.8,0.008,3563.1,6.69,0.361
1845.0,30.1,124.27,25.72,0.008,3499.8,6.46,0.287
1848.0,29.4,124.36,20.56,0.008,3492.3,6.46,0.286
1851.0,28.5,124.44,14.39,0.009,3088.0,5.72,0.307
1854.0,29.9,124.53,7.46,0.008,3336.7,6.3,0.311
1857.0,28.2,124.62,0.1,0.009,3075.6,5.9,0.263
