Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,,-3.98,
5.0,,3.91,
10.0,,-0.86,
15.0,,-0.56,
20.0,,-0.78,
25.0,,0.41,
30.0,,0.47,
35.0,,0.25,
40.0,,-0.47,
45.0,,-0.08,
50.0,,0.34,
55.0,,0.62,
60.0,,1.23,
65.0,,-0.01,
70.0,,-0.09,
75.0,,0.12,
80.0,,0.55,
85.0,,1.59,
90.0,,1.32,
95.0,,1.88,
100.0,4.1,4.72,0.02
105.0,31.3,7.74,0.18
110.0,136.2,11.36,0.86
115.0,237.5,12.41,2.05
120.0,295.2,13.63,3.52
125.0,327.2,15.84,5.16
130.0,354.5,15.29,6.93
135.0,360.4,15.82,8.73
140.0,365.3,15.2,10.56
145.0,373.4,15.99,12.43
150.0,377.6,16.66,14.31
155.0,382.3,17.21,16.23
160.0,386.2,17.39,18.16
165.0,386.6,16.0,20.09
170.0,397.4,17.3,22.08
175.0,389.8,15.61,24.03
180.0,387.4,16.02,25.96
185.0,392.8,16.92,27.93
190.0,394.3,14.93,29.9
195.0,399.9,16.22,31.9
200.0,402.5,15.91,33.91
205.0,396.5,16.64,35.89
210.0,400.5,16.51,37.89
215.0,400.0,15.9,39.9
220.0,392.5,15.68,41.86
225.0,387.5,17.43,43.79
230.0,394.2,18.21,45.77
235.0,387.2,16.59,47.7
240.0,395.6,16.67,49.68
245.0,399.7,14.84,51.68
250.0,398.0,16.77,53.67
255.0,394.4,17.32,55.64
260.0,397.5,16.67,57.63
265.0,397.9,17.58,59.62
270.0,395.7,17.02,61.6
275.0,404.0,18.29,63.62
280.0,399.4,16.95,65.61
285.0,403.9,16.94,67.63
290.0,393.0,16.38,69.6
295.0,393.4,16.29,71.56
300.0,396.1,17.68,73.55
305.0,408.3,15.87,75.59
310.0,407.1,16.1,77.62
315.0,396.4,15.83,79.6
320.0,406.7,17.38,81.64
325.0,405.7,18.08,83.67
330.0,404.7,18.34,85.69
335.0,407.0,17.46,87.72
340.0,409.5,17.03,89.77
345.0,409.6,17.32,91.82
350.0,407.9,16.96,93.86
355.0,405.6,17.08,95.89
360.0,406.2,16.71,97.92
365.0,407.8,17.37,99.96
370.0,401.1,16.72,101.96
375.0,399.1,17.2,103.96
380.0,405.9,16.15,105.99
385.0,408.8,16.53,108.03
390.0,405.5,17.87,110.06
395.0,405.2,17.59,112.09
400.0,409.4,17.34,114.13
405.0,410.2,16.43,116.18
410.0,407.2,16.48,118.22
415.0,407.6,16.97,120.26
420.0,398.0,17.52,122.25
425.0,406.9,17.07,124.28
430.0,405.1,16.8,126.31
435.0,399.3,16.4,128.3
440.0,410.0,16.96,130.35
445.0,404.0,17.39,132.37
450.0,403.4,18.23,134.39
455.0,400.8,18.01,136.4
460.0,404.0,17.27,138.42
465.0,406.6,16.84,140.45
470.0,403.3,16.84,142.46
475.0,416.5,18.0,144.55
480.0,410.0,17.15,146.6
485.0,405.6,17.58,148.62
490.0,418.6,16.66,150.72
495.0,410.5,17.43,152.77
500.0,410.9,18.44,154.83
505.0,413.8,16.64,156.89
510.0,417.5,17.98,158.98
515.0,410.9,17.55,161.04
520.0,420.7,18.06,163.14
525.0,422.2,18.27,165.25
530.0,418.7,16.75,167.34
535.0,420.9,17.31,169.45
540.0,416.1,16.99,171.53
545.0,419.7,17.36,173.63
550.0,421.2,17.96,175.73
555.0,410.6,17.35,177.79
560.0,419.6,17.3,179.88
565.0,416.5,17.87,181.97
570.0,410.0,17.53,184.02
575.0,415.5,18.34,186.09
580.0,416.0,17.7,188.17
585.0,418.1,17.69,190.26
590.0,422.4,17.86,192.38
595.0,416.9,17.22,194.46
600.0,415.0,17.17,196.54
605.0,421.0,18.11,198.64
610.0,421.5,18.94,200.75
615.0,428.0,19.2,202.89
620.0,427.1,18.37,205.02
625.0,427.9,17.63,207.16
630.0,427.2,17.66,209.3
635.0,430.7,16.52,211.45
640.0,418.1,17.31,213.54
645.0,415.2,16.93,215.62
650.0,412.1,17.05,217.68
655.0,423.1,17.95,219.8
660.0,412.9,17.54,221.86
665.0,412.2,17.66,223.92
670.0,407.2,17.13,225.96
675.0,425.3,16.68,228.08
680.0,422.8,17.32,230.2
685.0,415.8,17.14,232.28
690.0,412.1,18.03,234.34
695.0,416.0,17.28,236.42
700.0,415.1,18.1,238.49
705.0,413.6,18.45,240.56
710.0,406.1,17.71,242.59
715.0,411.4,17.17,244.65
720.0,409.7,16.26,246.7
725.0,408.2,16.81,248.74
730.0,406.4,17.16,250.77
735.0,403.5,16.84,252.79
740.0,404.0,17.38,254.81
745.0,403.5,16.85,256.83
750.0,413.0,17.61,258.89
755.0,408.3,18.26,260.93
760.0,412.2,17.41,262.99
765.0,408.6,17.05,265.04
770.0,406.8,16.84,267.07
775.0,409.8,16.94,269.12
780.0,407.5,16.86,271.16
785.0,402.7,17.62,273.17
790.0,408.3,17.68,275.21
795.0,412.0,17.45,277.27
800.0,403.5,16.4,279.29
805.0,412.7,16.47,281.35
810.0,401.9,16.27,283.36
815.0,403.2,17.46,285.38
820.0,406.1,17.81,287.41
825.0,404.3,17.09,289.43
830.0,401.6,16.31,291.44
835.0,401.7,16.9,293.45
840.0,397.4,16.87,295.43
845.0,394.2,16.93,297.41
850.0,400.3,18.89,299.41
855.0,421.1,17.88,301.51
860.0,425.4,18.06,303.64
865.0,415.1,18.18,305.71
870.0,410.7,17.22,307.77
875.0,410.7,18.0,309.82
880.0,402.9,17.43,311.84
885.0,403.7,16.01,313.85
890.0,407.2,17.01,315.89
895.0,410.6,16.83,317.94
900.0,418.8,17.56,320.04
905.0,411.0,17.87,322.09
910.0,411.9,16.79,324.15
915.0,413.3,18.06,326.22
920.0,415.7,17.29,328.3
925.0,413.8,16.81,330.37
930.0,404.3,16.44,332.39
935.0,404.7,17.4,334.41
940.0,409.3,17.13,336.46
945.0,408.7,17.07,338.5
950.0,396.0,16.89,340.48
955.0,396.8,16.26,342.46
960.0,402.0,17.17,344.47
965.0,404.3,17.98,346.5
970.0,402.2,18.39,348.51
975.0,406.3,18.5,350.54
980.0,402.6,16.86,352.55
985.0,403.7,15.95,354.57
990.0,398.9,15.61,356.56
995.0,404.2,16.08,358.59
1000.0,406.3,17.14,360.62
1005.0,405.3,17.14,362.64
1010.0,410.5,17.48,364.7
1015.0,402.4,17.94,366.71
1020.0,389.2,17.09,368.65
1025.0,409.8,16.86,370.7
1030.0,404.7,17.43,372.73
1035.0,405.4,17.07,374.75
1040.0,399.4,18.02,376.75
1045.0,400.0,16.92,378.75
1050.0,404.0,17.01,380.77
1055.0,402.2,16.04,382.78
1060.0,395.5,15.61,384.76
1065.0,398.6,16.4,386.75
1070.0,400.3,16.12,388.75
1075.0,404.6,18.12,390.78
1080.0,404.2,17.56,392.8
1085.0,401.4,17.65,394.81
1090.0,401.0,17.66,396.81
1095.0,403.1,16.67,398.83
1100.0,411.9,18.0,400.89
1105.0,412.2,17.86,402.95
1110.0,395.4,18.22,404.92
1115.0,410.4,16.54,406.98
1120.0,400.8,15.46,408.98
1125.0,400.7,15.9,410.98
1130.0,404.8,16.43,413.01
1135.0,408.4,18.08,415.05
1140.0,408.8,17.71,417.09
1145.0,398.8,16.99,419.09
1150.0,408.2,17.46,421.13
1155.0,406.2,16.6,423.16
1160.0,396.7,16.46,425.14
1165.0,398.3,16.13,427.13
1170.0,408.9,15.71,429.18
1175.0,401.0,16.53,431.18
1180.0,400.8,17.71,433.19
1185.0,402.1,18.02,435.2
1190.0,391.5,17.37,437.16
1195.0,394.6,16.33,439.13
1200.0,393.5,15.59,441.1
1205.0,397.5,16.34,443.08
1210.0,396.5,17.49,445.07
1215.0,395.8,18.6,447.04
1220.0,392.7,17.96,449.01
1225.0,389.4,16.73,450.95
1230.0,394.8,16.19,452.93
1235.0,399.1,16.17,454.92
1240.0,388.2,17.14,456.87
1245.0,403.7,17.71,458.88
1250.0,399.7,17.93,460.88
1255.0,404.1,17.19,462.9
1260.0,397.7,16.25,464.89
1265.0,398.5,16.6,466.88
1270.0,398.1,15.84,468.87
1275.0,396.2,16.36,470.86
1280.0,391.1,15.71,472.81
1285.0,401.7,16.72,474.82
1290.0,402.3,17.59,476.83
1295.0,397.0,16.33,478.82
1300.0,389.3,16.92,480.76
1305.0,388.2,15.82,482.7
1310.0,398.5,16.19,484.7
1315.0,403.8,17.4,486.72
1320.0,401.0,16.4,488.72
1325.0,397.7,17.31,490.71
1330.0,402.3,18.33,492.72
1335.0,402.1,17.81,494.73
1340.0,401.9,16.55,496.74
1345.0,398.6,16.17,498.73
1350.0,398.0,16.23,500.72
1355.0,396.1,16.81,502.7
1360.0,395.5,16.97,504.68
1365.0,396.6,15.92,506.66
1370.0,406.9,16.44,508.7
1375.0,407.8,17.71,510.74
1380.0,399.9,17.65,512.74
1385.0,409.5,16.91,514.79
1390.0,405.8,16.62,516.81
1395.0,402.4,17.13,518.83
1400.0,400.6,17.99,520.83
1405.0,404.9,17.68,522.85
1410.0,412.2,18.29,524.91
1415.0,410.6,17.63,526.97
1420.0,406.4,16.88,529.0
1425.0,408.2,17.43,531.04
1430.0,405.9,16.75,533.07
1435.0,409.0,17.2,535.11
1440.0,413.7,18.22,537.18
1445.0,414.3,16.86,539.25
1450.0,410.3,18.09,541.31
1455.0,407.1,16.81,543.34
1460.0,400.4,17.14,545.34
1465.0,406.6,17.81,547.38
1470.0,413.3,17.9,549.44
1475.0,420.2,18.87,551.54
1480.0,421.2,16.49,553.65
1485.0,408.2,16.58,555.69
1490.0,412.2,17.21,557.75
1495.0,417.7,18.11,559.84
1500.0,417.7,18.83,561.93
1505.0,420.3,18.25,564.03
1510.0,422.9,16.56,566.15
1515.0,412.5,18.16,568.21
1520.0,419.6,18.23,570.31
1525.0,415.2,18.47,572.38
1530.0,432.3,18.41,574.54
1535.0,435.5,17.93,576.72
1540.0,428.7,17.7,578.86
1545.0,423.1,17.26,580.98
1550.0,427.5,18.52,583.12
1555.0,434.5,17.74,585.29
1560.0,432.6,18.87,587.45
1565.0,425.4,18.68,589.58
1570.0,433.4,17.72,591.75
1575.0,437.3,19.16,593.93
1580.0,433.7,18.63,596.1
1585.0,434.0,18.25,598.27
1590.0,432.4,19.61,600.43
1595.0,429.6,19.6,602.58
1600.0,441.0,18.87,604.79
1605.0,435.7,17.35,606.97
1610.0,432.4,16.8,609.13
1615.0,434.2,17.39,611.3
1620.0,424.2,19.16,613.42
1625.0,429.9,18.33,615.57
1630.0,431.0,17.54,617.72
1635.0,443.8,18.17,619.94
1640.0,442.4,19.06,622.15
1645.0,442.3,19.68,624.37
1650.0,439.7,19.79,626.56
1655.0,434.5,19.59,628.74
1660.0,440.7,17.48,630.94
1665.0,438.7,16.97,633.13
1670.0,437.2,17.19,635.32
1675.0,439.8,18.41,637.52
1680.0,436.6,20.11,639.7
1685.0,435.0,18.17,641.88
1690.0,431.8,16.89,644.04
1695.0,433.3,18.16,646.2
1700.0,435.1,18.99,648.38
1705.0,432.2,19.69,650.54
1710.0,434.2,18.85,652.71
1715.0,437.9,18.39,654.9
1720.0,427.0,18.66,657.03
1725.0,421.1,18.38,659.14
1730.0,432.1,17.0,661.3
1735.0,419.8,15.87,663.4
1740.0,419.8,15.8,665.5
1745.0,422.3,16.19,667.61
1750.0,411.1,16.52,669.66
1755.0,412.0,17.42,671.72
1760.0,400.1,17.82,673.72
1765.0,398.7,17.27,675.72
1770.0,405.1,17.47,677.74
1775.0,403.9,17.14,679.76
1780.0,403.2,17.05,681.78
1785.0,406.6,17.35,683.81
1790.0,401.3,16.34,685.82
1795.0,394.7,15.9,687.79
1800.0,396.6,16.3,689.78
1805.0,390.7,16.35,691.73
1810.0,381.8,15.64,693.64
1815.0,381.0,14.71,695.54
1820.0,379.4,13.8,697.44
1825.0,368.8,14.56,699.28
1830.0,358.0,15.63,701.07
1835.0,359.0,15.39,702.87
1840.0,336.9,14.19,704.55
1845.0,331.3,12.49,706.21
1850.0,320.6,10.71,707.81
1855.0,302.2,10.76,709.32
1860.0,290.6,9.89,710.78
1865.0,277.8,9.26,712.17
1870.0,267.8,9.16,713.51
1875.0,244.0,8.58,714.73
1880.0,222.9,7.89,715.84
1885.0,197.1,5.99,716.83
1890.0,167.7,4.04,717.66
1895.0,140.4,3.41,718.37
1900.0,113.2,2.95,718.93
1905.0,94.5,2.45,719.4
1910.0,74.7,1.77,719.78
1915.0,56.6,1.63,720.06
1920.0,41.4,2.04,720.27
1925.0,30.7,0.33,720.42
1930.0,24.0,0.45,720.54
1935.0,19.6,0.2,720.64
1940.0,15.7,1.0,720.72
1945.0,14.7,1.83,720.79
1950.0,11.4,0.57,720.85
1955.0,9.1,0.47,720.89
1960.0,7.4,-0.03,720.93
1965.0,7.5,-0.82,720.97
1970.0,5.7,-0.62,721.0
1975.0,5.9,0.31,721.03
1980.0,4.7,1.08,721.05
1985.0,3.6,1.84,721.07
1990.0,4.2,0.19,721.09
1995.0,3.1,-0.65,721.11
2000.0,2.7,-0.95,721.12
2005.0,1.7,-0.06,721.13
2010.0,3.1,0.86,721.14
2015.0,2.3,0.34,721.15
2020.0,1.4,0.74,721.16
2025.0,2.0,-1.36,721.17
2030.0,1.5,-5.84,721.18
2035.0,1.9,3.71,721.19
2040.0,1.9,2.78,721.2
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
